pays,annee,pourcentage_victoire,but_mis,but_enc
Romania,1939,25.0,1.1,1.9
Romania,1940,33.33,1.6,2.2
Romania,1941,28.57,1.9,3.3
Romania,1942,20.0,1.2,3.2
Romania,1943,0.0,1.0,3.0
Romania,1944,0.0,2.0,2.0
Romania,1945,0.0,2.0,7.0
Romania,1946,25.0,1.5,2.8
Romania,1947,40.0,1.6,1.9
Romania,1948,38.46,1.4,2.5
Romania,1949,40.0,1.5,2.4
Romania,1950,42.86,2.7,1.4
Romania,1951,25.0,3.0,1.5
Romania,1952,75.0,2.2,1.0
Romania,1953,71.43,1.7,1.0
Romania,1954,50.0,1.2,1.7
Romania,1955,37.5,1.2,1.9
Romania,1956,40.0,1.1,1.4
Romania,1957,40.0,1.0,1.0
Romania,1958,33.33,1.4,1.2
Romania,1959,40.0,1.8,1.8
Romania,1960,25.0,0.8,2.2
Romania,1961,50.0,1.2,1.2
Romania,1962,57.14,2.1,1.9
Romania,1963,44.44,1.8,1.9
Romania,1964,60.0,1.6,1.0
Romania,1965,57.14,1.6,1.1
Romania,1966,53.33,1.7,1.4
Romania,1967,50.0,1.8,1.4
Romania,1968,35.71,1.3,1.1
Romania,1969,25.0,0.8,0.8
Romania,1970,21.43,0.9,0.9
Romania,1971,41.67,1.2,0.7
Romania,1972,42.86,1.7,1.0
Romania,1973,35.71,2.1,1.2
Romania,1974,38.46,1.5,0.8
Romania,1975,16.67,1.3,1.1
Romania,1976,12.5,1.8,1.6
Romania,1977,37.5,1.9,1.6
Romania,1978,40.0,1.6,1.2
Romania,1979,27.78,1.1,1.3
Romania,1980,31.25,1.4,1.5
Romania,1981,27.78,1.1,1.2
Romania,1982,33.33,0.9,1.1
Romania,1983,43.48,1.1,1.2
Romania,1984,33.33,1.1,1.1
Romania,1985,31.82,1.3,1.0
Romania,1986,45.0,1.6,1.0
Romania,1987,52.63,2.0,1.3
Romania,1988,55.56,2.1,1.2
Romania,1989,47.06,1.5,1.1
Romania,1990,42.86,1.4,1.2
Romania,1991,43.48,1.5,1.1
Romania,1992,50.0,1.7,0.8
Romania,1993,60.0,2.2,1.1
Romania,1994,52.17,1.7,1.1
Romania,1995,47.37,1.5,0.9
Romania,1996,52.63,1.8,0.8
Romania,1997,63.16,2.6,0.7
Romania,1998,61.11,2.7,0.7
Romania,1999,57.14,2.0,0.7
Romania,2000,50.0,1.6,1.1
Romania,2001,43.75,1.4,1.2
Romania,2002,47.83,1.7,0.9
Romania,2003,50.0,1.9,1.0
Romania,2004,57.89,1.9,1.0
Romania,2005,63.16,1.9,0.9
Romania,2006,65.0,1.6,0.7
Romania,2007,72.73,1.8,0.5
Romania,2008,60.87,1.7,0.7
Romania,2009,42.86,1.2,1.2
Romania,2010,26.32,1.0,1.4
Romania,2011,26.09,1.2,1.2
Romania,2012,45.83,1.6,1.0
Romania,2013,50.0,1.9,1.3
Romania,2014,50.0,1.6,1.1
Romania,2015,46.67,1.1,0.4
Romania,2016,25.0,1.2,0.9
Romania,2017,31.82,1.3,1.2
Romania,2018,57.89,1.4,0.9
Romania,2019,55.0,1.6,1.0
Romania,2020,38.89,1.7,1.6
Romania,2021,40.0,1.4,1.2
Romania,2022,33.33,0.9,1.1
South Korea,1949,33.33,3.3,2.3
South Korea,1950,50.0,3.2,2.0
South Korea,1951,100.0,3.0,1.0
South Korea,1953,50.0,1.9,2.1
South Korea,1954,50.0,2.2,2.0
South Korea,1955,50.0,3.5,1.5
South Korea,1956,87.5,2.6,1.0
South Korea,1957,87.5,2.6,1.0
South Korea,1958,0.0,1.5,2.0
South Korea,1959,50.0,2.4,1.4
South Korea,1960,62.5,2.3,0.9
South Korea,1961,42.86,1.5,1.3
South Korea,1962,37.5,1.1,1.6
South Korea,1963,57.14,1.9,1.0
South Korea,1964,44.44,1.4,1.3
South Korea,1965,50.0,1.1,0.9
South Korea,1966,61.54,1.3,0.8
South Korea,1967,71.43,2.0,0.8
South Korea,1968,66.67,2.1,1.2
South Korea,1969,57.14,1.7,1.4
South Korea,1970,58.06,1.9,0.8
South Korea,1971,51.52,1.7,0.6
South Korea,1972,47.5,1.5,0.8
South Korea,1973,50.0,1.6,0.6
South Korea,1974,48.48,1.5,0.6
South Korea,1975,66.67,2.1,0.8
South Korea,1976,70.27,2.5,0.8
South Korea,1977,60.98,2.4,0.7
South Korea,1978,71.79,2.4,0.6
South Korea,1979,90.0,3.6,0.5
South Korea,1980,66.67,2.7,0.6
South Korea,1981,61.11,1.8,0.8
South Korea,1982,55.56,1.7,1.0
South Korea,1983,52.17,1.9,0.8
South Korea,1984,47.37,1.8,0.5
South Korea,1985,61.54,2.0,0.6
South Korea,1986,68.18,2.0,0.8
South Korea,1987,50.0,1.6,0.9
South Korea,1988,55.0,1.5,0.6
South Korea,1989,65.52,2.0,0.5
South Korea,1990,64.29,1.7,0.5
South Korea,1991,55.56,1.1,0.4
South Korea,1992,38.46,1.5,0.5
South Korea,1993,45.16,1.8,0.7
South Korea,1994,45.71,1.7,0.8
South Korea,1995,33.33,1.2,1.0
South Korea,1996,42.31,2.1,1.6
South Korea,1997,58.97,2.4,1.2
South Korea,1998,55.0,1.7,0.8
South Korea,1999,36.36,1.1,0.9
South Korea,2000,48.15,1.7,0.6
South Korea,2001,51.28,1.6,0.9
South Korea,2002,33.33,1.2,1.2
South Korea,2003,32.26,1.7,0.9
South Korea,2004,53.12,2.1,0.6
South Korea,2005,48.57,1.5,0.7
South Korea,2006,40.0,1.3,0.8
South Korea,2007,39.29,1.1,0.8
South Korea,2008,46.15,1.3,0.7
South Korea,2009,50.0,1.5,0.6
South Korea,2010,53.57,1.4,0.7
South Korea,2011,59.38,1.8,0.9
South Korea,2012,57.69,2.1,1.2
South Korea,2013,41.67,1.5,1.3
South Korea,2014,37.04,1.0,1.3
South Korea,2015,65.62,1.7,0.7
South Korea,2016,76.67,2.0,0.6
South Korea,2017,47.83,1.3,1.3
South Korea,2018,34.48,1.3,1.1
South Korea,2019,52.94,1.4,0.7
South Korea,2020,65.0,1.6,0.6
South Korea,2021,66.67,2.0,0.8
South Korea,2022,70.0,2.2,0.8
Nigeria,1949,100.0,2.0,0.0
Nigeria,1950,50.0,1.0,0.5
Nigeria,1951,50.0,2.5,0.5
Nigeria,1952,100.0,5.0,0.0
Nigeria,1953,0.0,0.0,1.0
Nigeria,1954,50.0,1.5,0.5
Nigeria,1955,33.33,1.0,2.7
Nigeria,1956,25.0,1.0,2.2
Nigeria,1957,33.33,2.3,1.3
Nigeria,1958,50.0,3.0,2.5
Nigeria,1959,75.0,4.0,2.0
Nigeria,1960,25.0,2.2,2.0
Nigeria,1961,18.75,1.4,2.0
Nigeria,1962,33.33,1.3,1.7
Nigeria,1963,41.67,2.0,1.6
Nigeria,1964,40.0,2.1,1.8
Nigeria,1965,20.0,1.2,2.2
Nigeria,1966,30.0,1.4,1.8
Nigeria,1967,15.38,1.2,1.5
Nigeria,1968,30.77,1.8,1.5
Nigeria,1969,50.0,2.3,1.8
Nigeria,1970,22.22,1.3,1.8
Nigeria,1971,50.0,1.2,0.8
Nigeria,1972,70.0,2.1,0.8
Nigeria,1973,61.11,2.1,0.9
Nigeria,1974,20.0,1.0,1.0
Nigeria,1975,46.15,0.9,1.0
Nigeria,1976,47.62,1.4,1.2
Nigeria,1977,47.37,2.2,1.1
Nigeria,1978,50.0,2.1,0.9
Nigeria,1979,45.45,1.7,0.7
Nigeria,1980,58.82,1.5,0.4
Nigeria,1981,50.0,1.1,0.8
Nigeria,1982,33.33,1.1,1.3
Nigeria,1983,27.78,0.7,0.8
Nigeria,1984,30.43,0.8,1.0
Nigeria,1985,38.89,1.2,1.1
Nigeria,1986,33.33,1.1,0.8
Nigeria,1987,37.5,1.1,0.9
Nigeria,1988,36.36,1.1,0.5
Nigeria,1989,35.71,1.2,0.7
Nigeria,1990,52.94,1.2,0.8
Nigeria,1991,55.0,1.7,0.8
Nigeria,1992,61.9,2.0,0.7
Nigeria,1993,61.11,1.9,0.7
Nigeria,1994,42.86,1.7,0.8
Nigeria,1995,40.0,1.4,1.0
Nigeria,1996,33.33,1.2,1.3
Nigeria,1997,41.67,1.1,1.1
Nigeria,1998,33.33,0.9,1.5
Nigeria,1999,28.57,0.8,1.7
Nigeria,2000,57.14,1.8,0.9
Nigeria,2001,59.26,1.9,0.7
Nigeria,2002,53.33,1.4,0.6
Nigeria,2003,53.85,1.3,0.8
Nigeria,2004,58.33,1.7,1.0
Nigeria,2005,59.09,1.9,0.9
Nigeria,2006,66.67,1.7,0.7
Nigeria,2007,61.11,1.2,0.7
Nigeria,2008,56.52,1.3,0.7
Nigeria,2009,55.0,1.2,0.6
Nigeria,2010,45.0,1.3,0.8
Nigeria,2011,50.0,1.7,0.8
Nigeria,2012,45.45,1.6,0.8
Nigeria,2013,45.71,1.6,0.9
Nigeria,2014,47.5,1.7,1.1
Nigeria,2015,44.83,1.4,0.9
Nigeria,2016,52.17,1.3,0.6
Nigeria,2017,52.63,1.6,0.9
Nigeria,2018,47.83,1.3,1.0
Nigeria,2019,53.33,1.3,1.0
Nigeria,2020,50.0,1.3,1.1
Nigeria,2021,46.15,1.1,0.8
Nigeria,2022,52.38,1.6,0.7
Japan,1930,0.0,3.0,3.0
Japan,1931,0.0,3.0,3.0
Japan,1934,0.0,2.0,5.5
Japan,1935,0.0,2.0,5.5
Japan,1939,100.0,4.5,0.0
Japan,1940,100.0,4.6,0.0
Japan,1941,100.0,4.7,0.0
Japan,1942,100.0,7.0,0.3
Japan,1943,100.0,7.0,0.3
Japan,1954,0.0,1.5,3.5
Japan,1955,25.0,1.0,1.8
Japan,1956,50.0,0.5,0.0
Japan,1958,0.0,2.0,5.5
Japan,1959,37.5,2.2,2.8
Japan,1960,40.0,1.9,2.0
Japan,1961,30.0,1.5,2.2
Japan,1962,20.0,1.5,2.1
Japan,1963,40.0,2.1,1.7
Japan,1964,71.43,2.6,1.4
Japan,1965,50.0,1.8,1.2
Japan,1966,43.75,1.6,1.4
Japan,1967,62.5,1.5,1.4
Japan,1968,57.14,1.7,1.7
Japan,1969,12.5,1.2,2.2
Japan,1970,30.0,1.7,1.6
Japan,1971,50.0,2.1,1.4
Japan,1972,50.0,2.5,1.5
Japan,1973,38.46,2.0,1.4
Japan,1974,37.5,1.2,0.9
Japan,1975,42.86,1.4,1.1
Japan,1976,27.27,1.6,1.5
Japan,1977,12.5,1.3,1.6
Japan,1978,18.75,1.0,2.0
Japan,1979,40.0,1.4,1.6
Japan,1980,58.82,1.4,0.6
Japan,1981,40.74,1.0,1.1
Japan,1982,33.33,0.9,1.4
Japan,1983,40.0,1.2,1.2
Japan,1984,66.67,2.3,0.8
Japan,1985,66.67,2.2,0.9
Japan,1986,58.33,1.8,1.1
Japan,1987,50.0,1.8,1.5
Japan,1988,14.29,0.7,1.4
Japan,1989,20.83,0.9,1.1
Japan,1990,21.43,0.9,0.9
Japan,1991,20.0,0.2,1.0
Japan,1992,46.15,1.2,0.7
Japan,1993,57.14,1.9,0.6
Japan,1994,59.09,2.1,0.8
Japan,1995,34.78,1.5,1.8
Japan,1996,51.61,1.8,1.5
Japan,1997,60.0,2.5,1.1
Japan,1998,46.88,2.3,1.1
Japan,1999,23.53,1.1,1.2
Japan,2000,44.0,2.1,1.0
Japan,2001,53.12,2.0,0.8
Japan,2002,39.13,1.1,1.0
Japan,2003,33.33,1.0,1.0
Japan,2004,56.76,1.7,0.8
Japan,2005,64.29,1.9,0.9
Japan,2006,55.56,1.6,0.9
Japan,2007,55.17,1.8,0.8
Japan,2008,53.12,1.8,0.8
Japan,2009,58.33,2.0,0.7
Japan,2010,54.84,1.7,0.9
Japan,2011,51.72,1.6,0.8
Japan,2012,62.96,2.0,0.6
Japan,2013,51.61,1.7,1.4
Japan,2014,51.72,1.9,1.7
Japan,2015,66.67,2.3,0.8
Japan,2016,66.67,2.6,0.6
Japan,2017,56.52,2.2,1.1
Japan,2018,47.83,1.8,1.3
Japan,2019,57.58,1.8,1.0
Japan,2020,59.26,1.6,0.9
Japan,2021,73.33,2.3,0.5
Japan,2022,73.68,2.5,0.6
Costa Rica,1941,100.0,5.8,1.2
Costa Rica,1942,100.0,5.8,1.2
Costa Rica,1943,50.0,3.3,2.5
Costa Rica,1944,50.0,3.3,2.5
Costa Rica,1946,80.0,4.8,1.2
Costa Rica,1947,80.0,4.8,1.2
Costa Rica,1948,57.14,2.6,1.6
Costa Rica,1949,57.14,2.6,1.6
Costa Rica,1951,50.0,3.2,1.2
Costa Rica,1952,50.0,3.2,1.2
Costa Rica,1953,100.0,3.2,0.3
Costa Rica,1954,100.0,3.2,0.3
Costa Rica,1955,87.5,3.6,1.0
Costa Rica,1956,69.23,3.1,1.8
Costa Rica,1957,54.55,2.5,2.0
Costa Rica,1958,66.67,2.7,1.2
Costa Rica,1959,33.33,2.7,2.0
Costa Rica,1960,38.46,2.2,1.6
Costa Rica,1961,50.0,2.1,1.4
Costa Rica,1962,66.67,2.2,1.2
Costa Rica,1963,75.0,2.4,0.9
Costa Rica,1964,75.0,2.4,0.9
Costa Rica,1965,55.56,1.8,0.5
Costa Rica,1966,55.56,1.8,0.5
Costa Rica,1967,0.0,1.0,3.0
Costa Rica,1968,37.5,1.6,1.0
Costa Rica,1969,53.85,2.0,0.7
Costa Rica,1970,71.43,2.3,0.6
Costa Rica,1971,50.0,1.3,0.8
Costa Rica,1972,38.46,1.2,1.1
Costa Rica,1973,37.5,1.2,1.1
Costa Rica,1975,33.33,1.3,3.0
Costa Rica,1976,20.0,1.2,1.6
Costa Rica,1977,14.29,1.1,1.0
Costa Rica,1980,25.0,1.1,0.9
Costa Rica,1981,25.0,1.1,0.9
Costa Rica,1983,40.0,1.2,0.6
Costa Rica,1984,33.33,1.2,0.7
Costa Rica,1985,37.5,1.2,0.8
Costa Rica,1986,40.0,1.2,0.8
Costa Rica,1988,50.0,1.1,0.8
Costa Rica,1989,50.0,1.2,0.9
Costa Rica,1990,40.0,1.1,1.1
Costa Rica,1991,29.41,1.2,1.2
Costa Rica,1992,32.0,1.4,1.3
Costa Rica,1993,36.67,1.5,1.3
Costa Rica,1994,40.0,1.4,1.1
Costa Rica,1995,25.0,0.9,1.4
Costa Rica,1996,34.78,1.0,1.2
Costa Rica,1997,40.0,1.5,1.2
Costa Rica,1998,37.5,2.0,1.5
Costa Rica,1999,43.75,2.6,1.3
Costa Rica,2000,44.44,2.1,1.2
Costa Rica,2001,52.94,1.8,1.1
Costa Rica,2002,48.39,1.6,1.0
Costa Rica,2003,46.43,1.3,1.1
Costa Rica,2004,48.39,1.5,1.2
Costa Rica,2005,39.47,1.6,1.4
Costa Rica,2006,35.48,1.4,1.5
Costa Rica,2007,30.77,1.3,1.1
Costa Rica,2008,43.33,1.6,0.8
Costa Rica,2009,50.0,1.7,1.0
Costa Rica,2010,39.39,1.4,1.2
Costa Rica,2011,21.88,1.0,1.4
Costa Rica,2012,28.57,1.3,1.2
Costa Rica,2013,51.43,1.4,0.6
Costa Rica,2014,51.61,1.5,0.9
Costa Rica,2015,21.05,1.3,1.6
Costa Rica,2016,42.86,1.5,1.1
Costa Rica,2017,50.0,1.4,1.1
Costa Rica,2018,35.71,1.1,1.4
Costa Rica,2019,33.33,1.2,1.5
Costa Rica,2020,22.22,0.9,1.1
Costa Rica,2021,21.74,0.7,1.0
Costa Rica,2022,44.44,0.9,0.8
Scotland,1930,70.0,3.0,1.6
Scotland,1931,54.55,1.7,1.8
Scotland,1932,54.55,1.8,2.0
Scotland,1933,37.5,2.0,2.1
Scotland,1934,28.57,1.6,2.1
Scotland,1935,62.5,2.2,1.4
Scotland,1936,66.67,2.3,0.9
Scotland,1937,44.44,2.0,1.0
Scotland,1938,70.0,2.3,0.9
Scotland,1939,83.33,2.2,1.0
Scotland,1940,0.0,1.0,2.0
Scotland,1946,33.33,1.5,1.3
Scotland,1947,27.27,1.6,1.4
Scotland,1948,36.36,1.6,1.5
Scotland,1949,72.73,2.5,1.2
Scotland,1950,75.0,2.8,0.8
Scotland,1951,64.29,2.1,1.1
Scotland,1952,61.54,2.2,1.2
Scotland,1953,40.0,2.2,1.6
Scotland,1954,36.36,1.8,1.8
Scotland,1955,42.86,1.9,1.9
Scotland,1956,41.67,1.8,1.6
Scotland,1957,46.15,1.8,1.4
Scotland,1958,46.15,1.8,1.7
Scotland,1959,50.0,1.7,1.3
Scotland,1960,33.33,1.9,2.0
Scotland,1961,40.0,2.5,2.7
Scotland,1962,66.67,2.9,2.2
Scotland,1963,66.67,3.0,1.6
Scotland,1964,61.54,2.7,1.6
Scotland,1965,42.86,1.7,1.5
Scotland,1966,26.67,1.3,1.6
Scotland,1967,36.36,1.4,1.7
Scotland,1968,60.0,1.7,1.0
Scotland,1969,38.46,2.2,1.3
Scotland,1970,33.33,1.8,1.2
Scotland,1971,28.57,0.5,1.0
Scotland,1972,36.84,0.9,1.0
Scotland,1973,38.89,1.1,1.0
Scotland,1974,35.29,1.1,1.2
Scotland,1975,44.44,1.5,1.1
Scotland,1976,58.82,1.8,0.9
Scotland,1977,70.59,2.0,0.8
Scotland,1978,47.06,1.6,1.1
Scotland,1979,25.0,1.2,1.6
Scotland,1980,29.41,1.0,1.4
Scotland,1981,47.06,1.1,0.8
Scotland,1982,47.06,1.1,1.0
Scotland,1983,38.89,1.2,1.1
Scotland,1984,50.0,1.8,0.9
Scotland,1985,50.0,1.4,0.6
Scotland,1986,40.0,0.9,0.3
Scotland,1987,40.0,0.9,0.6
Scotland,1988,25.0,0.8,0.9
Scotland,1989,31.25,1.1,1.2
Scotland,1990,50.0,1.3,1.3
Scotland,1991,42.86,1.4,1.0
Scotland,1992,35.29,1.1,0.8
Scotland,1993,42.11,1.2,1.0
Scotland,1994,46.67,1.6,1.3
Scotland,1995,56.25,1.5,0.7
Scotland,1996,52.63,1.0,0.5
Scotland,1997,50.0,1.1,0.8
Scotland,1998,50.0,1.4,0.8
Scotland,1999,43.75,1.1,0.9
Scotland,2000,47.06,1.1,0.9
Scotland,2001,38.46,1.2,0.9
Scotland,2002,26.67,1.2,1.7
Scotland,2003,28.57,0.9,1.7
Scotland,2004,26.09,0.8,1.5
Scotland,2005,25.0,1.0,1.3
Scotland,2006,43.75,1.6,0.9
Scotland,2007,64.71,1.7,0.9
Scotland,2008,47.06,1.1,0.9
Scotland,2009,21.43,0.6,1.5
Scotland,2010,35.71,0.9,1.6
Scotland,2011,52.94,1.4,1.1
Scotland,2012,44.44,1.3,1.3
Scotland,2013,38.89,1.1,1.3
Scotland,2014,47.06,1.1,1.1
Scotland,2015,46.67,1.9,1.1
Scotland,2016,43.75,1.7,1.2
Scotland,2017,43.75,1.2,1.1
Scotland,2018,44.44,1.3,1.2
Scotland,2019,45.0,1.4,1.7
Scotland,2020,44.44,1.2,1.3
Scotland,2021,47.83,1.2,0.8
Scotland,2022,47.62,1.5,1.1
Cameroon,1960,75.0,4.2,2.0
Cameroon,1961,75.0,4.2,2.0
Cameroon,1962,25.0,1.5,2.0
Cameroon,1963,28.57,1.4,2.3
Cameroon,1964,45.45,2.5,2.1
Cameroon,1965,50.0,2.9,1.9
Cameroon,1966,33.33,2.0,1.7
Cameroon,1967,20.0,1.4,2.0
Cameroon,1968,20.0,1.6,2.2
Cameroon,1969,16.67,1.8,2.2
Cameroon,1970,25.0,1.5,2.1
Cameroon,1971,33.33,1.9,1.9
Cameroon,1972,40.0,2.0,1.4
Cameroon,1973,45.45,1.3,1.2
Cameroon,1974,33.33,0.7,1.2
Cameroon,1975,37.5,1.0,1.4
Cameroon,1976,40.0,1.2,1.5
Cameroon,1977,25.0,1.8,1.8
Cameroon,1978,0.0,2.0,2.0
Cameroon,1979,66.67,1.7,1.3
Cameroon,1980,44.44,1.3,0.8
Cameroon,1981,50.0,2.0,0.8
Cameroon,1982,44.44,1.7,0.7
Cameroon,1983,31.25,1.2,1.0
Cameroon,1984,45.0,1.9,1.3
Cameroon,1985,41.67,1.6,1.2
Cameroon,1986,50.0,1.5,1.1
Cameroon,1987,70.59,1.7,0.6
Cameroon,1988,62.5,1.1,0.3
Cameroon,1989,63.16,1.1,0.5
Cameroon,1990,47.83,1.1,1.0
Cameroon,1991,39.29,0.9,0.9
Cameroon,1992,40.0,1.0,0.7
Cameroon,1993,38.71,1.2,0.6
Cameroon,1994,32.14,1.1,0.8
Cameroon,1995,30.43,1.1,1.2
Cameroon,1996,41.18,1.4,1.5
Cameroon,1997,33.33,1.3,1.5
Cameroon,1998,41.94,1.2,1.1
Cameroon,1999,58.82,1.4,0.6
Cameroon,2000,58.82,2.0,0.5
Cameroon,2001,52.0,1.6,0.7
Cameroon,2002,54.17,1.3,0.7
Cameroon,2003,52.38,1.1,0.6
Cameroon,2004,35.0,1.0,1.1
Cameroon,2005,47.37,1.4,1.2
Cameroon,2006,68.75,1.8,0.6
Cameroon,2007,53.33,1.7,0.9
Cameroon,2008,60.0,2.0,1.1
Cameroon,2009,68.18,2.0,0.8
Cameroon,2010,45.45,1.6,1.1
Cameroon,2011,34.78,1.6,1.1
Cameroon,2012,44.0,1.4,0.9
Cameroon,2013,44.44,1.2,0.8
Cameroon,2014,47.83,1.2,0.7
Cameroon,2015,46.15,1.3,0.9
Cameroon,2016,37.93,1.1,0.9
Cameroon,2017,40.0,1.1,1.0
Cameroon,2018,35.48,1.0,1.0
Cameroon,2019,30.0,0.8,0.7
Cameroon,2020,33.33,0.9,0.4
Cameroon,2021,50.0,1.2,0.5
Cameroon,2022,60.0,1.6,0.8
Peru,1930,0.0,0.3,4.0
Peru,1935,33.33,0.7,1.7
Peru,1936,25.0,1.0,2.0
Peru,1937,20.0,1.4,2.0
Peru,1938,57.14,2.9,1.6
Peru,1939,100.0,4.0,1.1
Peru,1940,100.0,3.2,1.0
Peru,1941,14.29,1.0,1.4
Peru,1942,15.38,0.9,1.5
Peru,1943,16.67,0.8,1.7
Peru,1947,28.57,1.7,1.3
Peru,1948,28.57,1.7,1.3
Peru,1949,71.43,2.9,1.9
Peru,1950,71.43,2.9,1.9
Peru,1952,40.0,2.8,1.8
Peru,1953,38.46,1.8,1.3
Peru,1954,40.0,1.5,1.2
Peru,1955,42.86,2.6,2.1
Peru,1956,20.0,1.7,1.9
Peru,1957,26.32,1.4,1.7
Peru,1958,44.44,1.6,1.7
Peru,1959,28.57,2.0,1.7
Peru,1960,25.0,1.9,1.9
Peru,1961,0.0,1.0,2.5
Peru,1962,0.0,0.8,2.8
Peru,1963,28.57,1.1,2.1
Peru,1964,33.33,1.3,1.8
Peru,1965,28.57,1.3,1.7
Peru,1966,22.22,1.1,2.1
Peru,1967,0.0,0.5,2.5
Peru,1968,0.0,1.2,2.1
Peru,1969,38.1,1.6,1.6
Peru,1970,44.44,1.5,1.4
Peru,1971,29.41,1.1,1.4
Peru,1972,25.0,0.8,1.4
Peru,1973,39.13,1.4,1.3
Peru,1974,54.55,1.8,1.1
Peru,1975,61.54,1.4,1.1
Peru,1976,47.06,1.1,1.1
Peru,1977,31.25,1.5,1.1
Peru,1978,38.89,1.6,1.3
Peru,1979,31.25,1.1,1.4
Peru,1980,25.0,1.0,1.1
Peru,1981,22.22,0.9,1.1
Peru,1982,41.67,1.1,1.1
Peru,1983,29.41,0.9,1.2
Peru,1984,12.5,0.8,1.6
Peru,1985,34.78,1.0,1.0
Peru,1986,40.91,1.1,1.0
Peru,1987,25.0,0.9,1.6
Peru,1988,10.0,0.7,1.6
Peru,1989,8.33,0.8,1.8
Peru,1990,10.53,0.8,1.8
Peru,1991,25.0,1.5,1.5
Peru,1992,25.0,1.5,1.5
Peru,1993,15.0,0.8,1.4
Peru,1994,14.81,0.7,1.3
Peru,1995,21.43,1.1,1.0
Peru,1996,31.58,1.6,1.4
Peru,1997,48.39,1.3,1.4
Peru,1998,52.38,1.0,1.3
Peru,1999,33.33,1.3,1.3
Peru,2000,29.63,1.2,1.4
Peru,2001,22.22,0.9,1.5
Peru,2002,23.08,0.8,1.5
Peru,2003,40.0,1.7,1.1
Peru,2004,31.03,1.4,1.3
Peru,2005,25.0,1.2,1.5
Peru,2006,23.53,1.1,1.5
Peru,2007,19.05,1.0,1.6
Peru,2008,20.83,0.9,1.9
Peru,2009,23.81,0.8,1.8
Peru,2010,37.5,0.9,1.2
Peru,2011,42.86,1.1,0.8
Peru,2012,32.14,0.9,1.0
Peru,2013,29.17,0.9,1.4
Peru,2014,38.89,1.1,1.4
Peru,2015,41.18,1.1,1.4
Peru,2016,41.67,1.4,1.2
Peru,2017,50.0,1.5,0.9
Peru,2018,50.0,1.5,0.8
Peru,2019,38.46,1.1,1.1
Peru,2020,26.32,0.8,1.5
Peru,2021,33.33,1.2,1.6
Peru,2022,44.0,1.2,1.1
Bulgaria,1930,12.5,1.5,3.4
Bulgaria,1931,40.0,2.1,3.0
Bulgaria,1932,66.67,2.4,1.8
Bulgaria,1933,54.55,1.7,3.3
Bulgaria,1934,18.18,1.3,4.5
Bulgaria,1935,33.33,2.3,2.9
Bulgaria,1936,57.14,3.1,2.6
Bulgaria,1937,25.0,2.5,3.0
Bulgaria,1938,0.0,1.2,4.0
Bulgaria,1939,25.0,1.2,3.5
Bulgaria,1940,25.0,2.0,3.2
Bulgaria,1941,0.0,2.0,5.5
Bulgaria,1942,0.0,0.0,3.0
Bulgaria,1943,0.0,1.0,3.5
Bulgaria,1944,0.0,2.0,4.0
Bulgaria,1946,0.0,1.5,2.5
Bulgaria,1947,16.67,1.3,3.2
Bulgaria,1948,33.33,1.2,2.3
Bulgaria,1949,33.33,1.2,1.8
Bulgaria,1950,12.5,1.0,1.9
Bulgaria,1951,0.0,0.8,1.5
Bulgaria,1952,100.0,1.0,0.0
Bulgaria,1953,12.5,0.9,1.2
Bulgaria,1954,11.11,1.2,1.4
Bulgaria,1955,44.44,1.7,1.1
Bulgaria,1956,63.64,2.5,1.0
Bulgaria,1957,50.0,2.7,1.6
Bulgaria,1958,21.43,1.3,1.9
Bulgaria,1959,36.36,0.9,1.5
Bulgaria,1960,58.33,1.6,1.7
Bulgaria,1961,66.67,1.6,1.6
Bulgaria,1962,60.0,1.4,1.3
Bulgaria,1963,41.67,1.2,1.2
Bulgaria,1964,27.27,0.6,0.8
Bulgaria,1965,50.0,1.6,1.1
Bulgaria,1966,69.23,2.6,1.7
Bulgaria,1967,50.0,1.8,1.2
Bulgaria,1968,50.0,1.2,0.7
Bulgaria,1969,46.15,1.4,1.2
Bulgaria,1970,25.0,1.4,1.6
Bulgaria,1971,31.25,1.6,1.4
Bulgaria,1972,46.15,1.8,0.9
Bulgaria,1973,50.0,2.0,1.2
Bulgaria,1974,44.83,1.9,1.3
Bulgaria,1975,36.84,1.7,0.9
Bulgaria,1976,37.5,1.7,1.2
Bulgaria,1977,38.1,1.5,1.4
Bulgaria,1978,18.18,1.0,1.3
Bulgaria,1979,17.39,0.7,1.6
Bulgaria,1980,28.57,0.9,1.7
Bulgaria,1981,37.04,1.4,1.4
Bulgaria,1982,37.04,1.9,1.4
Bulgaria,1983,36.84,1.9,1.6
Bulgaria,1984,35.29,1.4,1.4
Bulgaria,1985,35.0,1.2,1.0
Bulgaria,1986,40.0,1.4,1.1
Bulgaria,1987,42.86,1.6,0.9
Bulgaria,1988,50.0,1.7,1.2
Bulgaria,1989,30.0,1.4,1.4
Bulgaria,1990,15.38,0.9,1.5
Bulgaria,1991,28.57,1.4,1.2
Bulgaria,1992,41.18,1.6,1.1
Bulgaria,1993,47.06,1.6,1.2
Bulgaria,1994,43.75,1.8,1.2
Bulgaria,1995,43.75,1.9,1.2
Bulgaria,1996,47.62,1.7,1.1
Bulgaria,1997,55.56,1.8,0.9
Bulgaria,1998,42.86,1.2,1.0
Bulgaria,1999,31.58,0.8,1.0
Bulgaria,2000,40.91,1.3,1.1
